Text,Sentiment
Mohammad shami ko nheee liyaa iskaaa badlaaa milaaaaaaaa,0
Run out hone ke liye apko kisne kha tha jadeja khel raha hai aur aap strike rotate kar rahe ho ek akela player match nhi jeetata Dhoni ko shot khelna tha wo bhag raha hai zaan chudakar,0
indian media our indian ki nazar  main bari team hay kon ,1
Yuvraj hota tb jita deta teem India ko,2
Sehvag jese fearless batsman hona chahiye jo kisi bhi paristhitime ball ko strike kare,2
Is team mai risab pant aur dinesh kartik phaltu hai,0
Yuvraj Singh hota to jeet pakki thi,2
Dhoni ko India ka team ka captain banao,1
Dhoni ne Ghutne tek diye Dhoni ran out ke bahane maidan chod kar Bhag gaye Dhoni ne maich haraya pahele kosis hi nahi ki,0
Bhai Indias water crisis per kab debate hogi,1
kya hua virat ji aap ko bhut gamand  tha apni team pr bade mach me zero ho yuvi hota toh hum sb Jeet jate lekin Koch ko badlna Mt vo chote chote trfi ko delwega world cup kya kroge,0
Kia bt hai kaisi behazati hui hai india ki,0
Dhoni agar dusri taraf se maarta toh jadeja bhi thoda sambhal kr khel letapar dhoni ball chusta gaya aur match fassa diya,0
Koi b Big Event India ne Nai jeeti hy  World cup k bad ,1
salooo na paisaa khayaa thaaaa,0
Virat ko captaincy nahin Dena chahyeh only bat ok,0
Indian team kbhi world cup nhi Sakti Indian team ek chokas team h pressure Match me bahut bekar h bus semifinal ya final tak hi Khel Sakti h,0
Jo inko AIRPORT par swagat karne ke liye jaega wo bahut bahut bada,1
Aaj ke match me Mohamed Shami hota to new Zealand walo Ka Shami kababh jarur Bana deta,2
Yeh baat to aisi hui ke marne ke ki batain agar yeh dawa dete to bach jate,1
china  men  ke  chakar me jadeja  mechuar  ke sheho sar  virat  ka fevret  to  chahal  hi jo  run degaya  shami ko nahi khilaya  kabutarone,0
Yeh hamari team ki haar nhi virat kohli k ghamand ki haar h sikho kuch captain cool se virat kohli team ko majboot karna h aage jeetenge jai hind,0
Dhoni ka runout galat tha,1
Risabha ka gere jimedaribhara shot aor dhoni ko pshale bhejana tha kam scores me,1
Style jeetna maarta hai utna khelta toh Bharat ko koi nahi haraa pataa,1
Jab tak virat kohli captain hain HUM KBHI BHI WORLD CUP NHI JITENGE pls find another captain for next world cupvirat is best batsman but he is not even average captain,0
Dhoni chal gya usne ganta ukhad liya dhoni ki  chato sare,0
K L Rahul kha ma kha credit le raha hai kutta sada phati phati thi pure wc me,0
ik he Bat kru ga  jis tarah india team ne pakistan ko jan bjho k sami final se baher krwaya  Aur jan bojh k england se har gai  Ye bilkul osi match ki wajah se indian team ka groor tota hy,0
Jo bhe huwa acha huwa india ke Harney pr mujhy to kushi ho rhe hi,0
Kholi captain me t gaya champion trophy gaya World cup bhi gaya abha kya bhaki  Ha,1
Bhai selector ki galti chupa rahe h sale,0
Aur ek baat Ke ecb aur icc ka kharcha badh gaya tha BCCI ka match ka security provide karte karte Kashmiri freedom fighters ne jina haram kar diya tha  indian team ka Air space m lynching aur free Kashmir ka flag hosting chalana suru ho gaya tha ,1
Tm log media wala aurrr h jitt RHA tha tb bahutt aachha aurr harr  gya tbb villan ho gya,1
Jab batsman Nahi khel paye to bolar par Kitna bisvas hoga but jateja nice player love you,1
Rubina liyakt jahil aorut musalmano pe geyan na Bate nahi to accha nahi hoga abp news fahim beeg jahil sala,0
World ki best team team India but World Cup jeetne ke liye abhi   se   saal lagate hai dirty politics in cricket,0
Gado kohli jaisa player na peda howa ta na hogarespect do us ko,2
Kaha hai rohitian viratian sala aj ek sath khelte toh jiit jate,1
haramkhoro rohit virat rahul ek match main nhi chale toh vilan bana diya,0
Kya Chutiya kafiroo ki Chutiya paanti hai champion trophy main bol rahe thee jadeja ko bahir nikalo eis ne mach harwaya hai ab kehte hain jadeja ne match main wapsi karwai thi,0
Virat ko captain ship chorna chahea USKO to captain ki MATLAB nahe patha haiRohit is the good captain,1
Bohtgaror tha india mai kiahuaharbajan sachin kutto kia hua,0
Rape to nahi keh sakty Han magar Balatkar zrorr hua india kaaa KAPIL DEV,0
Sunno bkl agar tum rohit kohli aur rahul ko villain kahoge toh tum apni aukaat dekhlo,0
Dhoni ne sahi tym me action nhi liya dhoni ko  over bache the tab kuch bade short k liye jana chahiye tha wo to  run  run khel rha tha is pressure me jadeja galat short me out ho gya phir bhi india jeet jati agar dhoni match kk last over tak nhi le jata aur pehle khatam krne k liye sochta to bat khatam dhoni sirf apna naam bachane k liye khel rha tha,0
Acha villain saalo tum hi sabse bade villain waha indian media jab humesha acha khel rahe the tab taarifh or ek bar main villain bana diya,0
Team India  duur nahi pura bhart aap ke saat hai,1
Kapil pa ji soch bola Agar Jaddu tura maturity aur dikhata  karke socha jeet gaya Eise bohut match Jaddu close me le ja k hargaye Khelte khelte budde hojate lekin maturity kab aiga,0
Bharat jitna uchlta utna girta Kashmir ki jnta k khoon bhane wala bharat ko pap lga,0
Kya top order h hamra Swing condition mai collapse kr gye bc Shrm aani chiye ghnta top order batsman,0
Kehte hain agr kisi k lie garha khodo ge tu khud bhi uss mein girne ka chance hota hai,1
Chutiye saale Vilan bol rahe heroes ko,1
Game game hota hai haar jeet lagi rehti hai,1
pta ni pant khaa sy enter kra dia team m opener injured hua agya no  pant  sari playing  ka kabada kr dia   simply rahane khila lndy ya no  uv khilaty fr asyy hi dil khus hojata usko khelty dkh k,1
Doni ko uper ana chya tha,1
Deer se aye par darost aye apne Ghar Indian ,1
Sabse bada bikau Khiladi,0
Crown cricket ka medam ji ham le de jayenge hope India will win  world cup,1
umpire ka decision hai mai umpire k saath hooUmesh,1
Aab harga ye to bate bana rahe ho,1
Inko chiye ki saare match rohit hi jitye,1
Kl Rahul kamine Ko pata nahi kyo liye hai team me saale Ko khelna nahi ataa shikhar Dhawan ki kami khal gai hai yaha PEagar sikhar Dhawan team me hota to Bharat na harta,0
Sabhi bolte h ki management ne dhoni ko niche bheja but yaar management hi kya jb sab kuchh toh dhoni ke hishab se hi toh chal rha h agr win krte  h toh sab kuchh dhoni krta h ki usko aisa krne ko dhoni ne bola agr haar jate h toh ki rohit nhi chla ki virat nhi chla ,1
Mujhe bhi Bahut Dukh Hai team India semifinal Mein Bahar Ho Gayi,1
dhoni ne hara diya kya khel raha tha,0
Such a tatty mediaitne match jitaye wo kch nisalo tm khel lo wha prjb records bn rhe the tb to bht wah wah kr rhe thepakistan ko jla rhe theitne over confidence to team India ko bhi ni thasalo tm m koi sharm ni htm kbhi desh k sth khade ni reh skteworstmedia,1
Yuvraj nahi khela to world cup nahi jeet sakte,1
India ka lye message Kohli nhi hota tujse chase ,0
Shami ko nikaal do uski hi vajeh se hare hain,0
India ki me ek or tez gendbaaz shami hona chahiye tha jo suruvati  over me newzeland ke tez bowlers ki tarah jarur wiket leta,1
Ghatia channel sala vilen bta rha Rohit Kohli ko Teri ghatia abp news,0
Mere kami reh gayi thi team me,1
wah kapil dev jijadeja ko mature honeki jaroorat hai but jo mature khiladi our ek tha unhone q thorabohot approach nhi dikhaya,1
Jo Pakistan ki waja se England se haar jay koshish na kare jetne ki k Pakistan na aajy uper neyat kharabi India ko ledobieuper wale ne India ko hi nikaal bahar ki,1
Mere khayal se virat kohli ko  nmbr pe batting karni chahiye kiyon ke virat kohli hi sahara hai team ka,1
Bakwas bandh Karo agle  sal tak vichar karo,1
Indian khilari ghamand dub geyi yaro,0
kamine news rkhna chahiye iske channel ka name,0
Hello sir  aap log bhi naa kuxh bhi bolte rhte Jb tkk rohit kohli or rahul k balle se run nikl rhe the to hero the  aaj nii chle to villain   its wrong ,1
Cenges hona cahia yuve rena jesa kn he   me bataya  Ron banane ki pandia  ball  ran bana paegi par uv jesa rena jesa we nor kn he bataya  j presar me khel teh bo hero keheti he bo dom yuve rena me he,1
Team sy ziyada aapke fans aur media mai maturity aane chahiyee Aik match jeetke Aasmaan py chaly jate aur aese react karte hai k sirf inko cricket khelna aate haiNow bite the dustBC,0
Team management hi responsible hai jo player ka selection merit basis pe naa karke jugaad se karti haiJab inko pata hai ki middle order kamzor hai toh uss level ka khiladi choose kare but yeh toh usko choose karte hain jo inko paise khilaye,0
Jaldbaji ke kadam uthaye hue kabhi kabhi nuksan bhi de dete Hain Aaj Dhoni villain Ho Gaya aur Jadeja bahut acche khele thoda aur acche India overconfidence mediaJeet jab banana chahiye jab jeet ho jaaye emedia pahle se pahle jit manatee hai,1
Ek toh pehle hi irritated hu ye starting mei bandi ne aur irritate kardiya,1
"Kartik ko team mei kyo dala, jadhav was far better than him",1
England se haar k khush hone walay aj zaleel hogaye Pakistan ko bahar nikalne ka drama mehenga par gaya Jesa krogy wesa bharogy,0
saaley Indian chootya nation baap ka maal sumajh rakha tha wc kotum kia ho kuch bhi nahi kuchra team budi budi chorrney waley end pe phutt gai,0
Kabhi teri khabar bhi nahi sunuga tum log desh ke gaddar ho an bhakto lekin  bat bolu islam ko mita ne wale mit gay,0
Nhi ye sab baate to ab  hoti rahegi lekin hame ye Janna haikis ki kis khiladi ke paas  Kitna rupaiya hme sirf e bta do,1
Kabhi sas karaib nahi karuga tu goddi midia hai,1
Man to kar rha h ABP news wale  ko kaccha Chiba jaye sla thumbnail kya lga h  har ke teen vilendub maro news wale sla Sharm kro thumbnail pr,0
Abe news anchor tujhe changes kya krna h team k andar tu jakar khell le na jaaa duniya ki number one team h hamari aur hamesha rahegi aaj din hamare liye accha niii raha inshaallah aur Acchi tayari krenge Lekin tum ye mt bola kro changes kro team me samjhe,1
Are sabse pehle to dhoni ko late valebaji karai tune,1
Sali jab bhi ye anushka match dekhne jati he sala kohliya match har jata heye anuska jati kyo he harane,0
Anchor wo hai jisko cricket ka c nai pata tumhare studio m baithne ko chair nai hai ,1
Virat ko kaptani nahi aati hai,0
hello every one ma pakistan ho or bhat bhat bhat zyda dukh hota hA yar ap logo na sara ka sara blam dhoni pa dal dia sir dhoni ka last match tha ya world cup or bad luck ka wo out hua last over ma agr  score bhe hota to wo mar dta eassy plz stop to again akla dhoni ko blam nai dya match to middel tak ka players na he itna presher dal dia tha pure team pa,1
agar India ka ye match Kal hi Pura ho jata to result bdal jata,1
Achha huwA har gaye is game ki wajah se desh ka satyanash ho gaya thu h is criket per sale angreji ke gulam,0
Aur ghatiya khiladi rishabh pant usko to paise lekar khilaya hoga,0
Dhoni RR badhane me madad karate to shayad Ravindra jadeja out nahi hota or last over tak khelata to shayad hum match jit sakte,1
haar ka kewal ek hi karan chehkati fudkati chuhiya chahal jo mar kha kar b line length badlaney ki koshish nahi karta,0
Sari galti ravi sastri  hai pta nahi kisne bnaya use coch,0
 pa  out nai howa  runs pa  out howa ,1
Thumary sath aisa Hona chahiya,1
bary bol bolny waly aj kia hall ho geya uffff hahhahahahaha,1
Ravi teri team ko fod dia bohot badi badi batain karaha tha chutie tu bol na ab gareeb,0
Jab tak Kohli captain rahega India knock out mein Harta rahega,0
Jab khelne ka waqt aaya to Sabka fat ke hath me aa gya,0
KL Rahul Opener Player nahi hai opener batsman visfotak hone chahiye na ki slow waale KL Rahul ki batting mein wo dhar nhi hai jo shikhar dhawan ki batting mein hai,1
Dekho bhayio na dhoni ki bajeh Dr Hari team Hari h khud ki wajeh se is liye dhoni ko har Ka jimdar mat tharao dhoni ny aj bhut badiya khela dhoni nhi hote toh team  bhi nhi mana pati m chauga dhoni aane wale match m bhi khele or  Ka t world cup bhi Jo chata h dhoni or khele wo is comment ko like kary,1
Mere ek paper pe likh kr le lo jb tk koli caption rahega India koi bada tournament nhi jit skta,0
Agar har baar viraat kohli hi match ko jitayega to har baar msd hi match ko finish karega Agree ho to like karo,1
Baki sb chlte rhega bt bewde sastri ko pehli fursat me nikalo,0
virat ka score bade tournaments mai nhi chalta h world cup semifinal  semifinal  run world cup semifinal  run champions final  trophy  Run  champions trophy final  run sir cb series ya byletral series m nahi hume bade matches m score chahiye kohli se,1
Ms Dhoni Aate Toh Rishabh pant aur Hardik jyada Run Lete unki guidance me    Ravinder Jedeja ke liye like Karo ,1
Rahane itna achha player he aur use oneday me khilaate hi nhi he jo aisa player he ki team ko sambhal sakta h,1
Har baar bad day nhi hota  semi final  semi final  final  semi final itne bad day apni galti manlo,0
Ham tumhare khel ke nhi tumhari Sadgi ke deewane hn Ham tumhari jeet me bhi tumhare sath the Tumhari haar me tumhare sath hn we proud of ours team ,2
Pandya ka jaga Dhoni aate toh pant itna jldi out nhi hteor badh meipndya kam mei aatedecision   glt hei captain ka ,1
Abb pata chala Yuvraj Singh ka Importance  Miss You Yuvi ,1
Dhoni ko bhaagne ki zorurat nhi thi warna nun out  na hota dhoni vo player hai jo  boll me  run bhi maar sakta tha  ,1
Kya  saal baad bhi hamare pass ese fast bowlers rahenge Nahi to phir bhul jao WC,1
Vikrant k pant ne vikrant aur hm fans ki watt lga di Pant pant x Factor pagla player Sb cricketing sense ki aisi ki taisi ho gai vikrant ki Rehane jaisa class player county khel rha hai,1
India ne space me  satellite beje   to kuch new karne ke liye Pakistan space me  terrorist bejne wala hai,1
Itna bara attack main to darr gaya,0
"kch log kya hota Hai naam leke bolo porkistan ne attack kiya hai 
unn kamino ko Medicine dogay toh return gift ye hee milega",0
yad rakhna pichli bar tum nay  darakhat giray thay or us kay badlay hum nay  jahaz giray thay or tea b pilai thi a jao phir pilay gay,0
Hhhh achi comedy Karla ty ho modi,2
Aaj new case  death  dekha daru ka nasa,0
Tumloga Modi Ka chooso khali saalo tho tho media,0
Aa jao plez aa jao ab maray gay nai bas tea pilay gay,2
Modi g  corona se mar gye China pe bhi air strike karne ka dam kham rakhte hain Nation wants to know,1
Please an Subscraiber karo is news anchor ko,2
Pakistan jaise keeda country ko nuclear  bomb se uda dena chahiye,0
Modi kaka aapka chehra dikh raha hai aap kitne sachche hai dikh raha hai time sach samne aayega,1
English Boolne aagaya Modi ko,2
Pm is right itis time to deal firmly with fake news in our country and reply firmly to neferous designs of our neighbordono phhhokal bamboo,2
India ko dekh illiterate pm not pakistan,0
Mujhe a bataw pehle korona virus ke liye pehle  din band kiya thaafir Kitna din band kiya tha  din Sayed fir uska bad band kiya  may tak  me anese pehle fir April  tarik ko modi g ne ake bol diya  me taak band rehega kiya modi g ko pata thaa pehle se korona  may tak thik nehi hoga itna pehle haar time ate he kyu  may Ko ake bolna chahiye ke korona jiyada honese Hume nachna hoga is liye or kuch din bara diya jaye yehi to sehi he mujhe a samaj me nehi araha haar time pehle se kyu din bara raha he ,0
Modi ji ka galt fesla Liya sarabwaine ki dukane kholne ka Isse corona ke marijo ki sankhya jyada falegi modi ji plz band karo ye sab dukhane plz,0
Aur koshish karo ye daru ki dukan band karne ki warna desh wasio ko iski bht bhari kimat chukani  pad sakti hai jiska sabse jyada asar middle class ke family ke bachhe aur aurto ko hi bhogna padega gov ko kya hai  apna kam banta bhad me jae jant,0
India sambhal nhi Raha hai,0
"Modi is God of India , sach me",2
Jub hum logo se apna desh sambalta nahi hen virus barta jara hen tab hum kisi or pe dal dete hen,0
Kaha se seekha itni English,1
I request from Pakistan plese modi ko mar do hamara desh modi se bhut pareshan hai,0
Rohit jee news dikhao naki rss bjp ki pre planned planning,0
Sir Hindu Muslim hinsa jo apne bhdkane ki koshish ki vo b kisi  virus se kam nhi haibhaiyo or bheno,0
Godi media  bhi virus spread kar raha hai,0
Jo fake news ajj tak wlaa dedaah hai,0
RSS wale attankwadi virus,0
Surat ki Police Gaddar hai Ye Musalmano ke Saath Gaddari ki hai is Police ne Ye Dekho Haramjadi Surat ki Police ki GaddariApni Mobliching ke khilaaf Aehtiza Protest kare to Hamare Upar lathhi ChargeRss walo se nahi kehte kuchh bhi,0
In logo ko ijazat nhi thi rally nikalne ki tabrez k qatilo ko ijazat thi tabrez ko marne ki Wah modi wah,0
Tum jaise chainel ki wahah se aaj ye sab dekhna pad rha hai  Tum log debet me hindu muslim karte ho,0
Ek Admi ko Jaan se Maara Gaya Uska Insaf ke liye Shanti se Prodorsan korne por bhi Problem Eski liye Lewda permission chahye  Salo Haramio Modi ki kutta Police Walo jab Hamara Tabrej bhi ko Maar Maar kor Jaan se Mara gaya tab Tum log kaha the Harami Salo  Aab Raly Nekhalne ke liye Tum logo ka Lewda Permission Chahye,0
